reportNum,cDatetime,cAddress,cDescription,cName,clerkSsn
3324,8/20/2017 10:15,828Ivanhoe St,Suspect commited the crime of Shoplifting. They used a revolver.,Shoplifting,431950082
5473,3/2/2015 11:47,194Clara Vista Dr,Suspect commited the crime of Burglary. They used a clavier.,Burglary,354052356
3326,9/28/2017 13:25,700Downing St,Suspect commited the crime of Stalking. They used a comportment.,Stalking,733301000
5275,4/15/2015 20:01,639North Ave,Suspect commited the crime of Possession. They used a decimal.,Possession,936593673
5277,12/11/2014 23:16,346Palm St,Suspect commited the crime of Possession. They used a flare.,Possession,152971533
5271,3/1/2017 19:16,957Downing St,Suspect commited the crime of Fraud. They used a government.,Fraud,517540110
5272,11/3/2017 22:43,223Encanto St,Suspect commited the crime of Battery. They used a mound.,Battery,870435087
5273,7/11/2014 23:42,724Lema Dr,Suspect commited the crime of Terrorism. They used a canon.,Terrorism,463358224
5278,11/7/2017 14:15,778Caballero St,Suspect commited the crime of Fraud. They used a charity.,Fraud,951413009
5511,9/11/2014 15:28,557Fountain St,Suspect commited the crime of Tax evasion. They used a anorak.,Tax evasion,665823501
5515,3/23/2014 22:05,949Dartmouth Rd,Suspect commited the crime of Harassment. They used a excitement.,Harassment,692848920
3035,4/11/2016 18:07,737Dartmouth Rd,Suspect commited the crime of Shoplifting. They used a commission.,Shoplifting,913090841
3037,10/11/2017 10:35,156Nielson Ave,Suspect commited the crime of Resisting arrest. They used a hellcat.,Resisting arrest,284846365
2994,11/8/2016 19:21,635Higley Rd,Suspect commited the crime of Blackmail. They used a clasp.,Blackmail,754600222
4691,2014-11-00 11:11:34,745Princess Dr,Suspect commited the crime of Abduction. They used a potato.,Abduction,436881696
5604,9/12/2017 22:20,174Grove Ave,Suspect commited the crime of Public intoxication. They used a advancement.,Public intoxication,360229152
5601,8/25/2014 11:58,378Galveston St,Suspect commited the crime of Arson. They used a convertible.,Arson,201115940
5600,4/28/2017 16:09,315McLellan Rd,Suspect commited the crime of Forgery. They used a sunroom.,Forgery,105597223
5603,7/8/2017 16:32,765North Ave,Suspect commited the crime of Libel. They used a organisation.,Libel,526666029
5135,2/7/2014 23:03,270Caballero St,Suspect commited the crime of Attempted murder. They used a web.,Attempted murder,529115438
3293,10/11/2016 18:39,658Camelback Village,Suspect commited the crime of Stalking. They used a rainmaker.,Stalking,604260655
3812,2/6/2016 22:12,457Harris Dr,Suspect commited the crime of Embezzlement. They used a bowtie.,Embezzlement,454494511
3811,9/11/2015 21:48,645Downing St,Suspect commited the crime of Shoplifting. They used a stiletto.,Shoplifting,438798648
3815,5/26/2017 17:40,120Hill Ave,Suspect commited the crime of Larceny. They used a back.,Larceny,344516922
3818,2/10/2016 13:00,678Camelback Village,Suspect commited the crime of Possession. They used a proposal.,Possession,223947068
4299,4/22/2014 14:31,604Princess Dr,Suspect commited the crime of Terrorism. They used a bath.,Terrorism,554871102
4297,12/15/2015 12:52,471Bircher,Suspect commited the crime of Stealing. They used a driver.,Stealing,581364031
4296,12/1/2016 18:17,930McLellan Rd,Suspect commited the crime of Smuggling. They used a bathroom.,Smuggling,430803263
4293,5/23/2015 23:11,743Mountain View Park,Suspect commited the crime of Public indecency. They used a shelf.,Public indecency,431450432
4292,9/1/2017 14:05,644Camino St,Suspect commited the crime of Illegal entry. They used a blowgun.,Illegal entry,906127682
4749,11/23/2015 13:48,672Pasedena,Suspect commited the crime of Sedition. They used a paw.,Sedition,686778696
4748,3/23/2014 11:27,371Julep St,Suspect commited the crime of Fraud. They used a fibre.,Fraud,459090248
4743,10/26/2014 15:17,607Ellis St,Suspect commited the crime of Smuggling. They used a peer-to-peer.,Smuggling,732563787
4746,12/26/2016 14:26,771Tower Ave,Suspect commited the crime of Terrorism. They used a concept.,Terrorism,952412494
4744,5/5/2015 18:31,228Scottsdale,Suspect commited the crime of Assault. They used a source.,Assault,533702994
5869,3/28/2016 15:18,160McLellan Rd,Suspect commited the crime of Possession. They used a pastor.,Possession,895322451
5868,4/25/2017 15:02,218Tulsa St,Suspect commited the crime of Embezzlement. They used a form.,Embezzlement,498198868
5867,10/17/2016 22:42,861Maple Ave,Suspect commited the crime of Arson. They used a committee.,Arson,684624212
5866,5/8/2014 14:41,612Mountain View Park,Suspect commited the crime of Conspiracy. They used a chemistry.,Conspiracy,752945494
5861,7/10/2014 16:35,6186th St,Suspect commited the crime of Loitering. They used a call.,Loitering,852765012
5863,12/2/2015 16:18,254Dartmouth Rd,Suspect commited the crime of Embezzlement. They used a construction.,Embezzlement,761964890
5862,4/15/2015 21:48,883Caballero St,Suspect commited the crime of Larceny. They used a way.,Larceny,244935007
4715,6/16/2015 17:07,248Juniper,Suspect commited the crime of Terrorism. They used a polo.,Terrorism,931563871
2183,5/6/2015 13:04,330Dartmouth Rd,Suspect commited the crime of Trespassing. They used a canteen.,Trespassing,475900259
2181,7/25/2017 14:43,194McQueen Rd,Suspect commited the crime of Endangerment. They used a reward.,Endangerment,260622703
2180,9/13/2014 16:29,749Ingram,Suspect commited the crime of Cruelty to animals. They used a yawl.,Cruelty to animals,893127024
2187,7/4/2015 20:25,923Fox St,Suspect commited the crime of Kidnapping. They used a loft.,Kidnapping,596273525
2185,10/24/2016 16:07,790Princess Dr,Suspect commited the crime of Kidnapping. They used a shadowbox.,Kidnapping,990431606
4609,11/3/2014 17:39,272Dover St,Suspect commited the crime of Domestic violence. They used a tower.,Domestic violence,242231671
4604,8/8/2016 16:06,248Nielson Ave,Suspect commited the crime of Smuggling. They used a furniture.,Smuggling,680970616
4600,6/4/2014 17:07,824Camelback Village,Suspect commited the crime of Sedition. They used a panty.,Sedition,342731129
2211,5/22/2014 10:38,550Decatur St,Suspect commited the crime of Stealing. They used a december.,Stealing,572533114
2215,6/10/2014 16:48,934Gable Ave,Suspect commited the crime of Domestic violence. They used a jackal.,Domestic violence,656157051
2439,6/25/2017 18:29,575San Tan St,Suspect commited the crime of Assault. They used a windshield.,Assault,521267583
2433,7/4/2017 18:16,8056th St,Suspect commited the crime of Public indecency. They used a richard.,Public indecency,887441794
2432,9/28/2014 23:00,214Bircher,Suspect commited the crime of Fraud. They used a stock-in-trade.,Fraud,726952332
4201,10/1/2017 10:56,542Decatur St,Suspect commited the crime of Sedition. They used a fringe.,Sedition,531138958
4513,6/1/2016 22:29,114Gable Ave,Suspect commited the crime of Conspiracy. They used a laundry.,Conspiracy,478923153
4515,8/25/2017 11:09,778Galveston St,Suspect commited the crime of Assault. They used a select.,Assault,916261266
2506,1/10/2014 11:42,607Juniper,Suspect commited the crime of Assault. They used a step-sister.,Assault,585927060
2502,10/1/2014 12:02,355Shannon St,Suspect commited the crime of Bank Robbery. They used a conclusion.,Bank Robbery,185969046
2501,6/1/2014 22:28,617Jarvis Ave,Suspect commited the crime of Arson. They used a reindeer.,Arson,441403803
2500,10/25/2016 14:52,672Elmwood St,Suspect commited the crime of Assault. They used a downforce.,Assault,186780059
2727,9/8/2015 20:01,853Evergreen St,Suspect commited the crime of Assault. They used a beret.,Assault,505465251
2724,2/8/2014 20:49,131Nielson Ave,Suspect commited the crime of Home invasion. They used a spread.,Home invasion,508578212
2721,7/11/2014 19:59,207Downing St,Suspect commited the crime of Home invasion. They used a leo.,Home invasion,604457381
5281,6/22/2015 10:23,528North Ave,Suspect commited the crime of Embezzlement. They used a timbale.,Embezzlement,546515367
5280,8/12/2015 12:58,932Mountain View Park,Suspect commited the crime of Shoplifting. They used a cartload.,Shoplifting,218974634
5282,7/5/2017 19:14,435Greenway St,Suspect commited the crime of Obscenity. They used a supply.,Obscenity,776571313
2729,8/18/2017 22:03,972North Ave,Suspect commited the crime of Treason. They used a shears.,Treason,676759985
5286,12/13/2017 18:40,242Clara Vista Dr,Suspect commited the crime of Assault. They used a chard.,Assault,463178166
5049,8/7/2016 21:44,783Lema Dr,Suspect commited the crime of Treason. They used a cacao.,Treason,467397047
5043,5/17/2015 10:29,783Guadalupe Rd,Suspect commited the crime of Libel. They used a semicolon.,Libel,408455608
3782,8/25/2014 19:28,620Halifax St,Suspect commited the crime of Loitering. They used a radiator.,Loitering,389671351
3783,8/13/2014 22:42,661Greenway St,Suspect commited the crime of Libel. They used a tractor.,Libel,276564410
3784,9/25/2017 10:51,616Nielson Ave,Suspect commited the crime of Domestic violence. They used a corridor.,Domestic violence,404236731
3785,8/3/2015 11:32,3676th St,Suspect commited the crime of Public indecency. They used a gobbler.,Public indecency,336267708
3788,7/8/2016 13:19,882Extension,Suspect commited the crime of Rioting. They used a buggy.,Rioting,901843391
4996,3/22/2014 11:57,860Stephens Cir,Suspect commited the crime of Homicide. They used a zebra.,Homicide,476228034
4994,8/14/2015 17:22,925Hermosa,Suspect commited the crime of Assault. They used a growth.,Assault,680790470
4992,4/21/2014 23:29,261Grove Ave,Suspect commited the crime of Blackmail. They used a physics.,Blackmail,943688134
4993,5/10/2014 20:14,310Nielson Ave,Suspect commited the crime of Terrorism. They used a will.,Terrorism,341535184
4990,1/8/2015 22:06,469Impala Ave,Suspect commited the crime of Assault. They used a rod.,Assault,367438290
4991,9/3/2015 18:53,531Fountain St,Suspect commited the crime of Embezzlement. They used a sunflower.,Embezzlement,792562130
3258,12/3/2014 12:45,468Birchwood,Suspect commited the crime of Terrorism. They used a motor.,Terrorism,108415446
3251,10/14/2014 17:43,469Dover St,Suspect commited the crime of Home invasion. They used a list.,Home invasion,338602454
3253,11/23/2014 16:21,215Oakland St,Suspect commited the crime of Endangerment. They used a macaroni.,Endangerment,650783192
2859,8/12/2017 10:47,303Clara Vista Dr,Suspect commited the crime of Arson. They used a lier.,Arson,804538845
2853,11/3/2014 23:47,332Tulsa St,Suspect commited the crime of Public intoxication. They used a afternoon.,Public intoxication,205908445
3333,1/23/2015 22:44,427Princess Dr,Suspect commited the crime of Shoplifting. They used a cookie.,Shoplifting,267102688
3332,7/18/2014 10:22,551Jarvis Ave,Suspect commited the crime of Murder. They used a indication.,Murder,922462691
5463,7/27/2016 13:55,728Tower Ave,Suspect commited the crime of Racketeering. They used a paddle.,Racketeering,997542372
3330,10/21/2014 22:19,113Higley Rd,Suspect commited the crime of Bribery. They used a link.,Bribery,565447141
3336,10/16/2015 21:58,590Shannon St,Suspect commited the crime of Domestic violence. They used a keystone.,Domestic violence,795544039
3335,11/28/2014 17:18,676Fountain St,Suspect commited the crime of Illegal entry. They used a creditor.,Illegal entry,620898792
3334,2/13/2017 14:33,987Scottsdale,Suspect commited the crime of Abduction. They used a baker.,Abduction,139373032
5468,1/27/2016 11:41,865Maple Ave,Suspect commited the crime of Battery. They used a eponym.,Battery,935217643
3339,5/7/2014 17:04,576Evergreen St,Suspect commited the crime of Illegal entry. They used a swamp.,Illegal entry,665905645
5187,6/18/2016 15:12,363Ivanhoe St,Suspect commited the crime of Public intoxication. They used a pedestrian.,Public intoxication,487074288
5266,2014-08-00 17:44:59,284Bircher,Suspect commited the crime of Rioting. They used a unblinking.,Rioting,756533746
5265,3/4/2014 17:20,354Ellis St,Suspect commited the crime of Abduction. They used a duty.,Abduction,937544179
5264,10/14/2017 13:37,386Gable Ave,Suspect commited the crime of Domestic violence. They used a beef.,Domestic violence,880683510
5262,9/12/2015 11:34,352Scottsdale,Suspect commited the crime of Public indecency. They used a mastoid.,Public indecency,970680823
2094,2016-08-00 20:42:20,535Guadalupe Rd,Suspect commited the crime of Tax evasion. They used a usher.,Tax evasion,794724854
5269,8/10/2016 13:27,659Oakland St,Suspect commited the crime of Wildlife smuggling. They used a thinking.,Wildlife smuggling,716065273
4574,3/18/2014 10:20,685San Tan St,Suspect commited the crime of Treason. They used a paper.,Treason,200223226
2988,8/16/2016 16:11,530Dartmouth Rd,Suspect commited the crime of Shoplifting. They used a sweat.,Shoplifting,826591736
3027,9/18/2017 16:10,449Hermosa,Suspect commited the crime of Tax evasion. They used a lace.,Tax evasion,466364923
2981,3/15/2016 15:45,511Birchwood,Suspect commited the crime of Public intoxication. They used a pakistan.,Public intoxication,400771586
3023,9/14/2015 16:33,862Hulet Dr,Suspect commited the crime of Home invasion. They used a face.,Home invasion,830073346
2985,11/13/2016 10:02,229Jarvis Ave,Suspect commited the crime of Wildlife smuggling. They used a speakerphone.,Wildlife smuggling,174582282
3651,3/14/2017 19:21,137Ellis St,Suspect commited the crime of Racketeering. They used a pioneer.,Racketeering,972016139
4191,1/14/2015 20:46,514seton Dr,Suspect commited the crime of Tax evasion. They used a knife.,Tax evasion,317860364
5671,6/16/2014 13:00,223Guadalupe Rd,Suspect commited the crime of Stealing. They used a census.,Stealing,494897678
5673,11/12/2014 16:04,991Ivanhoe St,Suspect commited the crime of Terrorism. They used a jam.,Terrorism,127420942
5674,9/14/2014 20:30,318Hulet Dr,Suspect commited the crime of Sedition. They used a hardcover.,Sedition,691153426
5676,5/18/2015 11:53,127Keating Ave,Suspect commited the crime of Impersonator. They used a git.,Impersonator,524380691
5677,10/16/2014 16:56,645Adobe Rd,Suspect commited the crime of Bribery. They used a underwire.,Bribery,329894418
4354,11/28/2016 10:48,277McLellan Rd,Suspect commited the crime of Endangerment. They used a intelligence.,Endangerment,450267667
4355,12/16/2017 23:56,138seton Dr,Suspect commited the crime of Treason. They used a holiday.,Treason,757549588
4356,2014-08-00 18:40:49,199Caballero St,Suspect commited the crime of Loitering. They used a sultan.,Loitering,985672217
4350,4/20/2014 12:26,963Caballero St,Suspect commited the crime of Treason. They used a winner.,Treason,647563803
4353,5/15/2017 12:01,302Merino Ave,Suspect commited the crime of Impersonator. They used a nitrogen.,Impersonator,683207195
4679,3/13/2017 20:45,955Stephens Cir,Suspect commited the crime of Battery. They used a caution.,Battery,123144731
2522,4/17/2016 15:55,528Gable Ave,Suspect commited the crime of Treason. They used a mouse.,Treason,368060959
4900,5/3/2017 20:24,897Keating Ave,Suspect commited the crime of Obscenity. They used a original.,Obscenity,454822432
3809,9/12/2015 17:18,150Brown Rd,Suspect commited the crime of Abduction. They used a jaguar.,Abduction,178817568
3800,5/23/2016 11:56,351Fountain St,Suspect commited the crime of Libel. They used a wealth.,Libel,103246370
3802,7/3/2015 12:41,259Halifax St,Suspect commited the crime of Burglary. They used a comb.,Burglary,703490599
4906,10/4/2016 21:15,932North Ave,Suspect commited the crime of Endangerment. They used a marriage.,Endangerment,720611880
5704,1/10/2017 13:25,977Impala Ave,Suspect commited the crime of Larceny. They used a root.,Larceny,299125288
5705,12/24/2014 18:35,456Greenway St,Suspect commited the crime of Libel. They used a road.,Libel,780765739
5706,6/13/2015 10:28,965Ellis St,Suspect commited the crime of Stalking. They used a prow.,Stalking,547129900
5700,2/28/2015 10:22,933Grove Ave,Suspect commited the crime of Resisting arrest. They used a language.,Resisting arrest,654477870
5702,4/18/2016 19:28,435Galveston St,Suspect commited the crime of Stalking. They used a cloth.,Stalking,909716015
4776,8/21/2015 16:10,820Halifax St,Suspect commited the crime of Rioting. They used a stud.,Rioting,646621744
4772,8/7/2015 22:15,601Dartmouth Rd,Suspect commited the crime of Libel. They used a men.,Libel,653453872
4770,8/27/2017 14:43,438Caballero St,Suspect commited the crime of Tax evasion. They used a mind.,Tax evasion,954280499
4176,5/6/2014 10:19,806Lema Dr,Suspect commited the crime of Blackmail. They used a peanut.,Blackmail,430828083
4170,9/27/2016 20:44,610McLellan Rd,Suspect commited the crime of Endangerment. They used a beat.,Endangerment,441412147
4172,11/10/2015 12:51,932Shannon St,Suspect commited the crime of Bank Robbery. They used a parade.,Bank Robbery,825051702
4173,12/28/2017 16:46,536Pasedena,Suspect commited the crime of Abduction. They used a anxiety.,Abduction,111135288
4179,7/28/2015 13:48,279Pasedena,Suspect commited the crime of Harassment. They used a shark.,Harassment,669862456
5813,8/6/2015 12:18,255Halifax St,Suspect commited the crime of Extortion. They used a gateway.,Extortion,936839737
5817,10/7/2015 18:58,551Stephens Cir,Suspect commited the crime of Assault. They used a legal.,Assault,229386808
2949,2015-03-00 19:48:28,361Stephens Cir,Suspect commited the crime of Trespassing. They used a captain.,Trespassing,242764347
4619,11/28/2016 23:44,852Harris Dr,Suspect commited the crime of Larceny. They used a engineering.,Larceny,493029949
5061,11/7/2015 16:44,222Elmwood St,Suspect commited the crime of Burglary. They used a lan.,Burglary,542149182
4612,2015-06-00 13:25:06,825Merino Ave,Suspect commited the crime of Embezzlement. They used a vein.,Embezzlement,279718459
4614,5/5/2015 11:49,989Caballero St,Suspect commited the crime of Endangerment. They used a chord.,Endangerment,167914054
4617,5/16/2014 13:45,9276th St,Suspect commited the crime of Treason. They used a arrow.,Treason,253626951
4616,12/14/2016 20:50,500Greenway St,Suspect commited the crime of Bank Robbery. They used a bower.,Bank Robbery,243345991
5148,3/14/2015 10:32,166Gable Ave,Suspect commited the crime of Homicide. They used a chapel.,Homicide,194570824
2225,12/8/2015 18:02,2846th St,Suspect commited the crime of Illegal entry. They used a necromancer.,Illegal entry,946416202
2222,5/17/2017 13:27,826Tower Ave,Suspect commited the crime of Bribery. They used a goldfish.,Bribery,633866827
2223,3/2/2015 21:52,502Dartmouth Rd,Suspect commited the crime of Loitering. They used a disgust.,Loitering,916515403
5925,2/27/2015 13:43,362Camelback Village,Suspect commited the crime of Home invasion. They used a october.,Home invasion,406497871
5920,4/15/2017 22:59,293Ivanhoe St,Suspect commited the crime of Public intoxication. They used a bamboo.,Public intoxication,753920591
5928,7/14/2016 17:33,971Clara Vista Dr,Suspect commited the crime of Burglary. They used a maestro.,Burglary,756836945
5069,11/21/2017 11:35,185Camelback Village,Suspect commited the crime of Illegal entry. They used a group.,Illegal entry,360065619
4505,7/15/2016 18:21,893Oakland St,Suspect commited the crime of Resisting arrest. They used a adrenalin.,Resisting arrest,207915603
4507,6/18/2016 11:42,583Julep St,Suspect commited the crime of Resisting arrest. They used a defense.,Resisting arrest,109578838
4506,9/25/2015 18:00,798Tulsa St,Suspect commited the crime of Harassment. They used a care.,Harassment,229853783
4503,4/14/2017 14:01,425Juniper,Suspect commited the crime of Larceny. They used a western.,Larceny,114109018
2082,10/24/2014 22:22,571Elmwood St,Suspect commited the crime of Libel. They used a townhouse.,Libel,811534941
2087,7/1/2017 14:48,155Elmwood St,Suspect commited the crime of Larceny. They used a player.,Larceny,861383262
2085,10/28/2014 21:21,235Stephens Cir,Suspect commited the crime of Public indecency. They used a mint.,Public indecency,737249896
2532,8/20/2015 16:45,946Adobe Rd,Suspect commited the crime of Cruelty to animals. They used a velodrome.,Cruelty to animals,172771947
2533,5/25/2017 21:47,941Stephens Cir,Suspect commited the crime of Forgery. They used a method.,Forgery,260426347
2536,9/6/2014 23:44,431Jarvis Ave,Suspect commited the crime of Blackmail. They used a fratricide.,Blackmail,501516910
2537,5/26/2017 11:47,639Grove Ave,Suspect commited the crime of Arson. They used a bongo.,Arson,483576430
2534,3/17/2017 23:53,928Enrose St,Suspect commited the crime of Cruelty to animals. They used a lacquerware.,Cruelty to animals,454199927
2535,8/17/2017 16:19,198Palm St,Suspect commited the crime of Homicide. They used a suck.,Homicide,448367232
2717,3/21/2017 17:26,761Nielson Ave,Suspect commited the crime of Sedition. They used a culture.,Sedition,437586561
2714,8/16/2017 16:53,667Birchwood,Suspect commited the crime of Homicide. They used a goose.,Homicide,103541378
2715,5/23/2017 21:03,397Maple Ave,Suspect commited the crime of Wildlife smuggling. They used a sail.,Wildlife smuggling,201837185
2719,7/13/2017 21:01,625Brown Rd,Suspect commited the crime of Terrorism. They used a chainstay.,Terrorism,373967492
3344,11/18/2014 17:41,639Bircher,Suspect commited the crime of Resisting arrest. They used a turkish.,Resisting arrest,138218112
5077,7/1/2014 13:35,573Lema Dr,Suspect commited the crime of Shoplifting. They used a opening.,Shoplifting,883911308
3795,4/7/2016 15:52,771Ivanhoe St,Suspect commited the crime of Extortion. They used a child.,Extortion,826337933
3794,4/12/2014 17:32,861McLellan Rd,Suspect commited the crime of Burglary. They used a sofa.,Burglary,499468940
4981,11/6/2014 16:47,753Galveston St,Suspect commited the crime of Arson. They used a innervation.,Arson,125586063
4982,2/23/2016 14:26,306Lema Dr,Suspect commited the crime of Embezzlement. They used a pony.,Embezzlement,128256656
4984,6/23/2015 23:07,980Palm St,Suspect commited the crime of Embezzlement. They used a ship.,Embezzlement,192088721
2400,10/27/2017 12:52,245Grove Ave,Suspect commited the crime of Burglary. They used a cactus.,Burglary,121367182
2153,7/25/2017 18:45,278Camelback Village,Suspect commited the crime of Kidnapping. They used a familiar.,Kidnapping,449325712
2159,9/5/2015 22:00,981Adobe Rd,Suspect commited the crime of Bank Robbery. They used a whiskey.,Bank Robbery,697166485
2408,9/13/2015 20:20,926Camelback Village,Suspect commited the crime of Murder. They used a font.,Murder,583486102
2409,10/1/2015 23:57,383Stephens Cir,Suspect commited the crime of Extortion. They used a trachoma.,Extortion,939125397
5382,8/6/2017 14:26,772Camelback Village,Suspect commited the crime of Treason. They used a abbey.,Treason,825813658
5385,6/12/2015 16:25,975Fountain St,Suspect commited the crime of Public intoxication. They used a wafer.,Public intoxication,356362907
5386,10/28/2017 22:22,302Impala Ave,Suspect commited the crime of Trespassing. They used a october.,Trespassing,585206428
5387,3/5/2015 16:23,794Scottsdale,Suspect commited the crime of Resisting arrest. They used a chimpanzee.,Resisting arrest,374508193
5388,10/3/2016 11:15,800Maple Ave,Suspect commited the crime of Endangerment. They used a mention.,Endangerment,500853412
5389,4/27/2014 20:11,926McLellan Rd,Suspect commited the crime of Tax evasion. They used a wetsuit.,Tax evasion,384174757
3249,1/26/2014 21:06,725Stephens Cir,Suspect commited the crime of Larceny. They used a boat.,Larceny,589228709
3240,7/28/2017 20:45,543Fox St,Suspect commited the crime of Burglary. They used a goodbye.,Burglary,748661414
3246,12/5/2017 11:17,326Brown Rd,Suspect commited the crime of Shoplifting. They used a place.,Shoplifting,921709225
3309,1/12/2016 13:14,553Keating Ave,Suspect commited the crime of Stealing. They used a coach.,Stealing,510659243
3306,2/21/2016 18:50,457Downing St,Suspect commited the crime of Trespassing. They used a pine.,Trespassing,206817963
5495,3/18/2017 22:57,620Nielson Ave,Suspect commited the crime of Kidnapping. They used a radar.,Kidnapping,528599725
5496,2/10/2016 13:36,732Dover St,Suspect commited the crime of Endangerment. They used a therapist.,Endangerment,576768686
3305,12/14/2015 12:13,188Bircher,Suspect commited the crime of Vandalism. They used a brood.,Vandalism,203623085
3302,7/23/2015 18:59,597Javelina Ave,Suspect commited the crime of Harassment. They used a balloon.,Harassment,174041776
5491,4/8/2015 11:00,190Downing St,Suspect commited the crime of Stealing. They used a let.,Stealing,328166070
5492,5/25/2015 11:10,310Grove Ave,Suspect commited the crime of Racketeering. They used a trade.,Racketeering,997280438
5252,4/6/2017 18:50,905Fountain St,Suspect commited the crime of Public intoxication. They used a gasoline.,Public intoxication,450939575
5250,6/26/2016 19:37,796Lema Dr,Suspect commited the crime of Conspiracy. They used a chairman.,Conspiracy,153463483
2412,4/14/2016 19:28,341Javelina Ave,Suspect commited the crime of Burglary. They used a self.,Burglary,653314748
2142,6/15/2014 21:31,656Merino Ave,Suspect commited the crime of Attempted murder. They used a corduroy.,Attempted murder,640494269
2140,8/3/2015 16:23,483Merino Ave,Suspect commited the crime of Cruelty to animals. They used a recording.,Cruelty to animals,998320830
5942,12/10/2017 21:00,161Gable Ave,Suspect commited the crime of Arson. They used a inlay.,Arson,153823931
3019,4/6/2014 21:38,121Vineyard,Suspect commited the crime of Public intoxication. They used a weather.,Public intoxication,554003136
3012,8/17/2015 17:21,593Fox St,Suspect commited the crime of Kidnapping. They used a latex.,Kidnapping,877218494
3010,10/8/2015 15:16,634Scottsdale,Suspect commited the crime of Bank Robbery. They used a maiden.,Bank Robbery,288410308
4065,6/10/2015 14:42,870San Tan St,Suspect commited the crime of Terrorism. They used a warning.,Terrorism,515943113
3016,8/17/2014 13:59,988Evergreen St,Suspect commited the crime of Stalking. They used a process.,Stalking,398191307
3015,12/10/2016 19:38,112Birchwood,Suspect commited the crime of Assault. They used a balloon.,Assault,906414796
4189,7/1/2015 13:14,763Adobe Rd,Suspect commited the crime of Embezzlement. They used a art.,Embezzlement,426003149
4188,9/3/2017 21:16,339Enrose St,Suspect commited the crime of Larceny. They used a heat.,Larceny,906463949
4183,12/14/2016 16:53,655Birchwood,Suspect commited the crime of Illegal entry. They used a ray.,Illegal entry,965036754
4182,3/28/2014 20:03,440Encanto St,Suspect commited the crime of Possession. They used a george.,Possession,800115410
4184,2/16/2014 23:58,559Impala Ave,Suspect commited the crime of Bank Robbery. They used a legume.,Bank Robbery,563661527
5663,6/11/2017 22:33,382Downing St,Suspect commited the crime of Embezzlement. They used a poisoning.,Embezzlement,419203806
5667,4/25/2015 13:48,934Scottsdale,Suspect commited the crime of Wildlife smuggling. They used a sunshine.,Wildlife smuggling,324184810
4349,1/13/2015 17:05,149Juniper,Suspect commited the crime of Bank Robbery. They used a shirtdress.,Bank Robbery,668207851
4347,1/1/2017 23:30,624Stephens Cir,Suspect commited the crime of Rioting. They used a hearing.,Rioting,258394861
4345,5/14/2014 23:40,624Grove Ave,Suspect commited the crime of Bribery. They used a meter.,Bribery,798083824
5668,9/1/2014 16:54,630Stephens Cir,Suspect commited the crime of Abduction. They used a shofar.,Abduction,250014450
4343,3/22/2016 21:28,107Elmwood St,Suspect commited the crime of Vandalism. They used a lyric.,Vandalism,593259253
4342,1/24/2017 19:14,759Dartmouth Rd,Suspect commited the crime of Impersonator. They used a anatomy.,Impersonator,687303414
2883,9/11/2017 16:59,524Greenway St,Suspect commited the crime of Fraud. They used a aluminium.,Fraud,236325626
2880,5/4/2016 22:47,968North Ave,Suspect commited the crime of Murder. They used a rack.,Murder,767830779
5785,5/17/2015 10:39,796Greenway St,Suspect commited the crime of Bank Robbery. They used a leash.,Bank Robbery,889490171
3878,8/13/2017 11:37,420Galveston St,Suspect commited the crime of Trespassing. They used a judge.,Trespassing,178498302
3871,3/10/2017 11:18,159Mountain View Park,Suspect commited the crime of Murder. They used a pizza.,Murder,555993857
3872,7/3/2014 23:00,392Stephens Cir,Suspect commited the crime of Treason. They used a bunch.,Treason,175196934
3875,10/22/2014 13:45,140Jarvis Ave,Suspect commited the crime of Bank Robbery. They used a money.,Bank Robbery,673966856
5719,2/18/2016 19:05,689seton Dr,Suspect commited the crime of Domestic violence. They used a copper.,Domestic violence,738904841
5716,4/20/2017 16:41,817Bircher,Suspect commited the crime of Treason. They used a astrakhan.,Treason,116558606
5714,11/14/2016 20:27,803Extension,Suspect commited the crime of Rioting. They used a wallet.,Rioting,555485966
5711,7/3/2015 13:07,119Oakland St,Suspect commited the crime of Stealing. They used a off-ramp.,Stealing,408808213
5789,11/18/2014 20:22,851Dover St,Suspect commited the crime of Domestic violence. They used a cloth.,Domestic violence,230763286
2740,10/6/2016 17:23,935Lema Dr,Suspect commited the crime of Trespassing. They used a mastication.,Trespassing,162663191
3904,12/22/2016 13:45,834Hill Ave,Suspect commited the crime of Tax evasion. They used a shake.,Tax evasion,161704728
3905,10/2/2015 20:18,913Fountain St,Suspect commited the crime of Illegal entry. They used a impact.,Illegal entry,273869592
3900,5/23/2014 16:35,673Adobe Rd,Suspect commited the crime of Homicide. They used a panic.,Homicide,462441242
3902,4/20/2016 21:50,617Fox St,Suspect commited the crime of Perjury. They used a role.,Perjury,727231258
